"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","RPS6KA2","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK"
"Glutamate Neurotransmitter Release Cycle",0,0.532960726186042,0.5237782945739,0,0.601185660033049,0,0,0,0,0.519810604841087,0,0,0,0.619483114399937,0,0.526442254908404,0,0,0,0,0.526184955581962,0,0,0.529106864690715,0.523635702531505,0.602836986694776,0.61578907576895,0,0,0.526155568467533,0,0.537213889734707,0.612109056565224,0,0,0,0,0.531855395876679,0,0.51982565931642,0.600472523457036,0,0,0,0.524469697735112,0,0,0,0,0,0.52771273098626,0.605098444791962,0.604312611058598,0,0,0,0,0,0,0,0.605627500200567,0,0,0,0.61612129563789,0,0,0.602836986694776,0.522353556183463,0,0.521519944331956,0,0,0.525244134914333,0.529511936316904,0,0.602855392136185,0,0,0,0.612002757385893,0,0,0.611100156446171,0,0.61862055855183,0.519780668809445,0.526250454178612,0,0.526184955581962,0,0,0,0.53050484952293,0.685877154412465,0.51982565931642,0.6092278137646,0.604749296633798,0,0,0,0,0.519795608156608,0.527977637615269,0,0,0,0,0,0.530227848174928,0.525308398768655,0.51982565931642,0.613246592802349,0,0.523199663694614,0.531508434487833
"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",0,0.73601421589317,0.725926708498083,0.517502325750911,0.71532371566842,0.526803938367797,0.731531376957835,0,0,0.717380032427662,0.63554558850109,0,0,0.523557431238162,0,0.726777313318979,0,0,0,0,0.513466520077952,0,0,0,0.617476408523619,0.717663703503431,0.518322848851217,0,0,0.51408971008964,0.51706016280995,0.529759739430633,0,0,0.720473529199761,0.724112963116842,0,0.508852591850101,0,0.717401365147564,0.722426229905381,0,0.635043924649198,0,0.726906451043166,0,0,0,0.73228165094776,0.727911418347465,0.728577622510223,0.721688792096105,0.599710569779962,0,0,0.511773405056383,0.506941069513307,0.526803938367797,0.515540037764568,0,0.615911696900734,0,0,0,0.73343292215196,0,0,0.717663703503431,0.50365933843683,0.628849775409536,0.503900234349541,0,0.508322402192281,0.725079535237883,0,0,0.717689784659869,0,0.725154099121035,0,0.512957502816917,0,0,0,0.524489313817582,0,0.717337612020184,0.612866164858981,0,0.513466520077952,0.522294745196895,0,0.73343292215196,0,0.515282540081143,0.717401365147564,0.512411540358621,0.721194036902202,0.509088565852184,0.515225167481017,0.523987860218465,0,0.717358781599428,0,0,0.525250546259731,0.619584821800029,0,0.510781680873754,0.732141631837701,0.725170599374876,0.717401365147564,0,0,0.722182447766304,0.733956267586842
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",0,0.73601421589317,0.725926708498083,0.529023658332872,0.71532371566842,0,0.731531376957835,0,0,0.717380032427662,0,0,0,0.535078763820123,0,0.726777313318979,0,0,0,0.626788441710398,0.523294737638344,0,0,0,0.616115979967888,0.717663703503431,0.529844181433178,0,0,0.523917927650032,0,0.539587956991025,0,0,0.720473529199761,0.724112963116842,0,0.526604165672248,0,0.717401365147564,0.722426229905381,0,0.635008952077008,0,0.726906451043166,0,0,0,0.73228165094776,0.727911418347465,0.728577622510223,0.721688792096105,0.617462143602109,0,0,0.523294737638344,0,0,0,0,0.520683389277324,0,0,0,0.73343292215196,0,0,0.717663703503431,0.523104027280546,0.630653390652107,0,0,0.519843734774242,0.725079535237883,0,0,0.717689784659869,0,0.721062840666824,0,0.524478835398878,0,0,0,0.534317531377974,0,0.717337612020184,0.622694382419373,0,0.523294737638344,0,0,0.73343292215196,0,0.525110757641535,0.717401365147564,0.522239757919013,0.721194036902202,0.528533254695901,0,0,0,0.717358781599428,0,0,0.633628485155196,0.61954984922784,0,0.528533254695901,0.732141631837701,0.725170599374876,0.717401365147564,0,0,0.722182447766304,0.733956267586842
"MyD88 deficiency (TLR2/4)",0,0.849775837135688,0.904699687836283,0.909917099133475,0.839337463532748,0,0,0,0,0.840098300318585,0,0,0,0,0.776338441447014,0.777869642915666,0,0,0,0,0.843864512085293,0,0.855690607938315,0,0.843844711309981,0.77514996666992,0,0,0,0.775498545479811,0,0,0,0,0,0.848963285243747,0,0.844471742688983,0,0.840111434160086,0.776599727423734,0,0,0,0.905302882523,0,0,0.781364132638602,0,0.845191031025636,0.845197375540465,0.84275105940452,0.900409958098936,0,0,0.845659418221817,0,0,0.846960895275653,0,0.840826518869132,0.776524166487121,0,0.847305591892421,0.779436977158248,0,0,0.77514996666992,0,0,0.841589564108702,0,0.843534751285672,0.843043720310386,0,0,0.775166023964835,0,0.780582785127431,0,0.780760278535216,0,0,0,0,0,0.840072183493785,0.771715484290588,0.845360275517318,0.843864512085293,0.78728629961633,0.850666733022741,0,0,0.783394890331205,0.840111434160086,0.843214996389064,0.90317703141817,0.845659418221817,0.84856194631933,0,0,0.840085216895044,0,0,0,0.773071877375308,0,0,0.847391616773056,0.84309978545103,0.840111434160086,0.844599515471043,0,0.841260080538304,0.850303733392784
"IRAK4 deficiency (TLR2/4)",0,0.849775837135688,0.904699687836283,0.909917099133475,0.839337463532748,0,0,0,0,0.840098300318585,0,0,0,0,0.776338441447014,0.777869642915666,0,0,0,0,0.843864512085293,0,0.855690607938315,0,0.843844711309981,0.77514996666992,0,0,0,0.775498545479811,0,0,0,0,0,0.848963285243747,0,0.844471742688983,0,0.840111434160086,0.776599727423734,0,0,0,0.905302882523,0,0,0.781364132638602,0,0.845191031025636,0.845197375540465,0.84275105940452,0.900409958098936,0,0,0.845659418221817,0,0,0.846960895275653,0,0.840826518869132,0.776524166487121,0,0.847305591892421,0.779436977158248,0,0,0.77514996666992,0,0,0.841589564108702,0,0.843534751285672,0.843043720310386,0,0,0.775166023964835,0,0.780582785127431,0,0.780760278535216,0,0,0,0,0,0.840072183493785,0.771715484290588,0.845360275517318,0.843864512085293,0.78728629961633,0.850666733022741,0,0,0.783394890331205,0.840111434160086,0.843214996389064,0.90317703141817,0.845659418221817,0.84856194631933,0,0,0.840085216895044,0,0,0,0.773071877375308,0,0,0.847391616773056,0.84309978545103,0.840111434160086,0.844599515471043,0,0.841260080538304,0.850303733392784
"Chondroitin sulfate/dermatan sulfate metabolism",0,0,0.776785383647913,0,0.77498791968184,0,0,0.777438642864919,0,0,0,0,0,0.782352636864336,0,0.77778063399661,0,0,0,0,0.778466937842866,0,0,0,0.777495004652952,0.775759514067366,0.780626570463516,0,0,0.777865901500717,0,0,0,0,0,0.77946019745771,0,0.777085399404615,0,0,0,0,0,0,0,0.779672838468619,0,0,0,0.812807357894582,0,0.811500541137813,0.808289491160087,0,0,0.810295263198163,0,0,0.779318791188901,0,0.775878500418754,0.848032082607944,0.777438642864919,0.784018639662842,0,0.779975273785309,0,0.775759514067366,0.77658362637089,0,0.77558900371653,0,0.81192027621734,0,0.779170732362541,0,0.775768114143646,0.7775725139036,0,0,0.778857385677796,0,0,0.775690156692998,0,0,0,0,0.846222189570238,0.813058219925652,0.816943918947122,0,0,0,0.778011367144783,0,0.777268074077124,0.811895691788185,0.777815582923658,0,0,0.780186362216196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815545654138662
"WNT ligand biogenesis and trafficking",0,0.77258888335841,0.768011451955815,0,0.816479832054691,0,0,0,0,0.763972949587311,0.772075690949598,0,0,0,0,0.766795663460243,0,0.826841245881035,0,0,0.819852089327116,0,0,0.872774732131018,0.816911007916994,0.817561778051893,0,0,0,0,0,0,0,0,0,0.777060441300364,0,0.818960131635645,0,0.763982813250088,0.770315633854257,0,0,0,0.768464457954,0,0,0,0,0,0.769150407173572,0.816840823897626,0.816559475551059,0,0,0,0.819577183453094,0,0.822177507950327,0,0.816588991505849,0.81999530511715,0,0,0,0,0,0.817561778051893,0.818717365786548,0,0.818171184932776,0,0.767645244706793,0.819651276482574,0.776936172278091,0,0.817573837261086,0,0,0.822182129472895,0,0,0,0,0,0,0.763953335557962,0,0.818913737933872,0.818273873230819,0,0.77737975892157,0,0.76945746750139,0.767466759132242,0.763982813250088,0.820739897576958,0.818814719781647,0.819852089327116,0,0,0,0.763963123788988,0.767801643205115,0,0,0,0,0,0.771581156838654,0.819644235001328,0.763982813250088,0,0,0.81909459274536,0.771637344679804
"Integration of provirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Purine ribonucleoside monophosphate biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392355537472187,0,0,0,0,0,0.385668511734945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573108391239114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40160347154443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inhibition of replication initiation of damaged DNA by RB1/E2F1",0,0.606364445998997,0.725302295249392,0,0.712491884579006,0,0,0.592878203302884,0,0.718695765978674,0.735664481434864,0,0,0.734334834813743,0,0.723665038009357,0,0,0.615788362422609,0,0.723281916830994,0,0,0,0.725089974323167,0.714950725903043,0.728834375668392,0,0,0.728842079002477,0.725897492294691,0,0,0,0.826048388080116,0.601914152125254,0,0.829812421335442,0,0.718718182237623,0.593266908974869,0.599174196761475,0,0,0.726331801224049,0,0.733670032528242,0.727398641719703,0.593192223727084,0.727387813182804,0.830170550824624,0.718318058818338,0.717980774533922,0,0,0,0.724436275302736,0,0.729399516238464,0,0.823590914773568,0,0.592878203302884,0,0.603359761239226,0,0,0.714950725903043,0,0,0,0,0.590652806928777,0.830438602283496,0,0.61640791411308,0.714978131782795,0.71880439164663,0.727349426370965,0.729474520250097,0.833083734202915,0,0,0,0.608295179376884,0,0.718651190938868,0.724078045868816,0,0.728187235703492,0.740569800307362,0,0,0,0.597488664651175,0.718718182237623,0.727078671081445,0.722703492716286,0.723739955166174,0.733141142101875,0,0,0.718673435770862,0,0,0.608657822830606,0,0,0.728187235703492,0.60229516428568,0.721976715282821,0.718718182237623,0,0,0.591830129817529,0.612891616945758
"O2/CO2 exchange in erythrocytes",0,0,-0.135134123640003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134520563043362,0,0,0,0,-0.0730045900507149,0,0,-0.13949757244854,0,0,-0.133414769085621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135575948455581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylation",0,0,0,0,0,0,0,0,0,0.576826336897217,0,0,0,0,0.691478611361274,0,0,0,0,0,0,0,0,0,0.683474957962208,0,0,0,0,0,0,0,0.783845970835904,0,0.779107942708815,0,0,0,0,0.576845952482174,0,0.692923307511484,0,0,0,0,0.788973290198321,0,0,0.690841253274112,0,0,0,0,0,0,0.780893193080539,0,0,0,0.774276786001461,0,0,0,0,0,0,0,0,0,0,0.690135386463614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576787331036237,0,0,0,0,0,0,0,0,0.576845952482174,0,0.777467796916341,0,0,0,0,0.57680679661222,0,0.799042005041658,0.697020743741926,0,0,0,0,0,0.576845952482174,0.786884981688878,0,0.685834509608297,0
"p38MAPK events",0,0.684343769308839,0.524297923901384,0.678091726347989,0.662410296003172,0,0.669655858134196,0,0.529406771792039,0.664008992693569,0.534129749976952,0,0,0.534129749976952,0,0.803775074972212,0,0,0,0,0.671922687718367,0,0,0,0.669690766646647,0.665437444411278,0.527357980695652,0,0,0.676500402780873,0,0.548927539255901,0,0,0,0.675723113861058,0,0.673198621761641,0,0.664036589977676,0.663765286692389,0,0,0,0.525565377535684,0,0,0,0,0.668670939981087,0.674723346721976,0.665811543117784,0.790737943607253,0,0,0.673503891863506,0,0,0.677186679371821,0,0.661767631674845,0.680915166786023,0,0,0.522195453066621,0,0,0.665437444411278,0.668670633110561,0,0.667142487984733,0,0.669039467873717,0.67396953066152,0.533948547769997,0,0.665471184557279,0.675230575203276,0.396763353117967,0,0.520417047728538,0,0,0,0,0,0.663954115113844,0.672902824470556,0.677889078251486,0.668018166243363,0.539625040432194,0,0,0,0.530198967120206,0.664036589977676,0.669315666476519,0.668943017307231,0.675694206858141,0.524584447026729,0.541815355426829,0,0.663981501349427,0,0,0,0.523556851465089,0,0.514923406510268,0.679333962640884,0.670315817543304,0.664036589977676,0,0,0.666450165658396,0.681681484126729
"GRB2 events in EGFR signaling",0,0.731111457380798,0,0.727507296510932,0.713322684477815,0,0.71987664578941,0.597956004534263,0,0.712787537113527,0,0,0,0.611324219059192,0,0.841193962845338,0,0,0,0,0.721927102762381,0,0,0.585007143431573,0.719908222226949,0.716060886592768,0.605198826290747,0,0,0.722656345958645,0,0,0,0,0,0.724674830042298,0,0.721100000976362,0,0.712812500191488,0.714548339077709,0,0,0,0,0,0,0,0,0.72103685400355,0.722409319948904,0.714348162652588,0.82940124710638,0,0,0.720803439966276,0.596554420982976,0.738941954105427,0.725761186242918,0,0.712741363516375,0.728630959307037,0.597956004534263,0.589767430821524,0,0.607730953520284,0,0.716060886592768,0.718985462114308,0,0.7176031809535,0,0.716765152587254,0.719243386948542,0.597927447137442,0,0.716091406186353,0.724919246947629,0,0,0.598920416788458,0,0,0.602488652768199,0,0,0.712737897689023,0.722813683849916,0.72589371589898,0.719875988452369,0.605834025053161,0,0,0.587325258383,0.582287149382411,0.712812500191488,0.718641474470936,0.719231846791519,0.725338624198679,0.606248289573344,0.60781527087998,0,0.712762669863388,0.583134678075133,0,0,0,0,0,0.726579844997024,0.718422496677724,0.712812500191488,0,0,0.714925827621599,0.728703291696969
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0,0.688450836444063,0.679733832425801,0,0.673227249114802,0,0,0,0,0.675295064656988,0.606562476526831,0,0,0,0,0.681929564261118,0,0,0,0,0.680476811694787,0,0,0,0.680454105590927,0.592645403483163,0,0,0,0.682112127804194,0,0,0,0,0.746744765613288,0.683402522104015,0,0.680310213564806,0,0.67531012560104,0.674484126389731,0,0,0,0.596996308144968,0,0,0.680464378952929,0,0.59770581712524,0.683200586246602,0.678337057829821,0.745319059013935,0,0,0.681672154376384,0,0.609745976163937,0.683164594580761,0,0.676993059750753,0.684521441467966,0,0,0,0,0,0.592645403483163,0,0,0.675809795947989,0,0.679235739268596,0.680730929449921,0,0,0.592663816833159,0,0.681626655028028,0,0,0,0,0,0,0,0.675265115762209,0.598777829757165,0.682869983667382,0.682535080853916,0.606562476526831,0,0,0,0,0.67531012560104,0,0.677987759647075,0.680476811694787,0.601571340143891,0,0,0.675280061528622,0,0,0,0,0,0,0.685716784149563,0.680795220917615,0.67531012560104,0,0,0.678685579746575,0.686997920714337
"Eukaryotic Translation Elongation",0,0.920112729063212,0.897601898362545,0,0.896099010524703,0,0.921081978009267,0.879406319713513,0,0.916390124346948,0.922344023973538,0,0,0.924571079525377,0.898547400793653,0.918072003926341,0,0.923154507101232,0,0.920796326996056,0.898150372944779,0,0,0.922279159195695,0.919725497402138,0.896566476661158,0.923525351864845,0.901357457937771,0,0.920382852027531,0.899433384853231,0,0.921254825758278,0,0.897049388684131,0.920605009636557,0,0.897157188556575,0,0.916394386046092,0.91996005786752,0,0,0.901405316490745,0.897797624363945,0,0,0.898582863548952,0.922603807599136,0.897998389588437,0.918627099298348,0.917250897725759,0.920858949847577,0,0,0.92279936581634,0.897437253741277,0.901405316490745,0.899155094494879,0,0.920648760224111,0,0.879406319713513,0,0.921343622099141,0,0.879681940798461,0.896566476661158,0.897065760484057,0.901245134857406,0.896829777307283,0,0.878983235297729,0.918084825297846,0.899092191947808,0,0.8965716869692,0.898391625885054,0.919572836306072,0.898977522165947,0.922453501172345,0,0,0,0.922516393061557,0,0.916381649899477,0.919545236353286,0,0.920314337681052,0.900504501931545,0,0.921545527763578,0.899373270980209,0.898513164512288,0.916394386046092,0.922173835341287,0.920759626768615,0.898150372944779,0.899092191947808,0,0,0.91638587900754,0.89865785469471,0,0.900479112513763,0.899470885016151,0,0.898124983526998,0.919339091747914,0.920644723646463,0.916394386046092,0,0,0.942575478466548,0.919701606778989
"Eukaryotic Translation Termination",0,0.920111762015353,0.897600931314687,0,0.896098043476845,0,0.921081978009267,0.900550669720658,0,0.916389157299089,0.922344023973538,0,0,0.924571079525377,0.898546433745795,0.91806876913722,0,0.923154507101232,0,0.920796326996056,0.898149405896921,0,0,0.922279159195695,0.919725497402138,0.896565509613299,0.923525351864845,0.901356490889912,0,0.920382852027531,0.899430598184303,0,0.921254825758278,0,0.897048421636273,0.920605009636557,0,0.897154401887646,0,0.916393418998233,0.91996005786752,0,0,0.901404349442887,0.897796657316086,0,0,0.898581896501094,0.922603807599136,0.897997422540578,0.918626132250489,0.917249930677901,0.920858949847577,0,0,0.92279936581634,0.897436286693418,0.901404349442887,0.89915412744702,0,0.920648760224111,0,0.900550669720658,0,0.92133920712185,0,0,0.896565509613299,0.897064793436199,0,0.896828810259424,0,0.900127585304875,0.918084825297846,0.89909122489995,0,0.896570719921341,0.898388839216125,0.919538257930045,0.898976555118088,0.922453501172345,0,0,0,0.922516393061557,0,0.916380682851618,0.919545236353286,0,0.920314337681052,0.900503534883686,0,0.921545527763578,0.89937230393235,0.89851219746443,0.916393418998233,0.922173835341287,0.920759626768615,0.898149405896921,0.89909122489995,0,0,0.916384911959681,0.898656887646852,0.902524061255487,0.900476325844835,0.899470885016151,0,0.898122196858069,0.919338124700056,0.920644723646463,0.916393418998233,0,0,0.941660271134163,0.91970063973113
"Potassium Channels",0,0,0.900813867423253,0,0.933248176409662,0,0.900896490501959,0,0.918045746778729,0.899746847168821,0,0.919445336301106,0,0,0,0.918024535970558,0,0,0.897810330918999,0,0.917592254893678,0,0,0.897232777680416,0.916165201644601,0.933645303764688,0,0.904004334762904,0,0.918355766151323,0,0,0,0,0.915730119038616,0,0,0.91792261012913,0,0.899750467617827,0.9001237146942,0,0,0,0,0,0,0,0,0,0,0.917448289947487,0.91660155734022,0,0,0,0.916059622744316,0,0.918816201007069,0,0.916917774875615,0,0,0,0,0,0,0.933645303764688,0.934069461256606,0,0.933868986040297,0,0,0,0.902488758210532,0.897910394685511,0.933649730087132,0.916390229071783,0,0,0,0,0,0,0,0.920042473953226,0.899739647856086,0.916794022961262,0,0.916665440195079,0.92024990990788,0,0,0.901896103959353,0,0.899750467617827,0.900678168948844,0.915779761104338,0.918250002438659,0,0.920537254260791,0,0.899743240617931,0.936474702258992,0,0,0,0,0,0,0,0.899750467617827,0,0,0,0.919530245255797
"Telomere Maintenance",0.892261928453105,0.890292988761668,0.889489915532222,0,0.885337970548357,0.89601806850172,0.888534864098123,0,0,0.888043308081397,0.893680175196886,0,0,0.891745885847672,0.854682945295765,0.890725779594614,0,0,0.859463427784145,0.890781927860074,0.889969555129891,0,0.861583911423888,0.889221357531847,0.889959427928509,0.886074799004368,0.890097591270953,0.892380574802348,0,0.857079719723479,0.887443484584777,0,0,0,0.920213121569764,0.889471077399305,0,0.889746988603983,0.89175393609433,0.888050025447544,0.919044932500921,0,0,0,0.88886160794856,0.857503680631809,0.857436301404526,0.922630211983086,0.888699226611824,0.888331805681581,0.921448389084088,0.889400074422794,0.887829050236799,0,0,0,0.889763537272528,0.860330795894022,0.889501250201612,0,0.919476703060586,0,0,0,0.890781927860074,0,0,0.886074799004368,0.886861779064846,0.893108180445201,0,0,0,0.921528714699508,0.887946530790691,0.859649085683679,0.886083011584768,0.855620582300621,0.92223058805579,0.890322935462909,0.889790471873745,0.893701864587257,0,0,0,0,0.888029950506252,0.891126140404994,0,0.890887568471137,0.894065051011293,0,0.892564994247698,0,0.88914320309148,0.888050025447544,0.888239166642613,0.88924428314039,0.889969555129891,0.892372080369917,0.894598188538132,0,0.888036616501756,0.856531127916689,0,0,0.88752646708683,0,0.921948512584432,0.888820620789905,0.889963307844112,0.888050025447544,0,0,0.886638679985627,0.893262925711913
"Phase II - Conjugation of compounds",0,0,0.901088063443223,0,0,0,0,0,0,0.882148420975635,0,0,0,0,0.901882803666753,0.90081637820255,0,0,0,0,0,0,0.904101301333068,0,0.90050518460213,0,0,0,0.918897470274377,0,0,0,0.917781422586975,0,0.916697927633821,0,0,0.901485242156011,0,0.882151797284234,-0.0126385617987231,0.902131470226872,0,0,0.901243126332331,0,0.918663956169064,0,0,0.901773099184552,0,0,0.91528977500965,0,0,0,0.917273179322734,0,0,0,0.916134338336377,0,0,0,0,0,0,0,0.899899394490947,0,0,0.901651602722032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88214170713946,0,0,0.901342955062506,0.902623719209843,0.900481058202062,0,0,0.899370481136186,0.882151797284234,0,0.917269023394771,0,0.902268740651656,0,0,0.882145057627949,0,0.920397021412254,0.902836736432902,0.917312953824095,0,0,0,0.90114636725446,0.882151797284234,0.918036540968391,0,0.900911319546954,0
"Diseases associated with glycosaminoglycan metabolism",0,0,0.788624333753644,0,0.785201393938116,0,0,0.832268939473492,0,0,0,0,0,0.794143502241802,0,0.788445518268885,0,0,0,0,0.789665796130061,0,0,0,0.831655508568641,0.786090544867399,0.792154460365548,0,0,0.78854377673465,0,0,0,0,0,0.790416479935245,0,0.787644360957301,0,0,0,0,0,0,0,0,0,0,0,0.83184308723912,0,0.8303371699392,0.829084723891617,0,0,0.831001690047027,0,0,0.790218021960675,0,0.786684768253081,0.87243448772122,0.832268939473492,0.872746270913517,0,0.790974523202265,0,0.786090544867399,0.787040215101213,0,0.7858476876001,0,0.8319286455657,0,0.790029573641591,0,0.786100455211435,0.788259188630979,0,0,0.790115730787151,0,0,0.791586844745737,0,0,0,0,0.871545648103919,0.832132169446341,0.836609875558082,0,0,0,0.788685479840947,0,0.787838072444902,0.830427647332244,0.788459866843473,0.791458968870298,0,0.831994103799705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834998577605235
"NCAM1 interactions",0,0,0,0.853593425442848,0.850109856120247,0,0,0.899748833391278,0,0.850680083633683,0,0,0,0,0.855765034317597,0.854234987249853,0,0,0,0,0.854066750270647,0,0,0,0.852706674326356,0.849844351929275,0,0,0,0,0,0,0,0,0.846377826642855,0,0,0.853957865694755,0,0.850689927108551,0,0,0,0,0,0,0,0,0,0.800626401699911,0,0.850879938012419,0.895882112882779,0,0,0.858319382557163,0.851046834224799,0,0.855823421246849,0,0.851225864622516,0.853311772464515,0.907118264340147,0.85571604851234,0,0,0,0.849844351929275,0.851561562752859,0,0.851797747314964,0,0.898689949970662,0,0,0,0.849856386456946,0.854118640188169,0,0,0,0,0,0,0,0.859721467459491,0.850660509748269,0,0.861627515098722,0.854066750270647,0,0,0,0,0.85568595694403,0.850689927108551,0.852572882570492,0.851658717494029,0.854066750270647,0,0,0.813460484713745,0.850670277945771,0,0,0,0,0,0,0,0,0.850689927108551,0,0,0.806410176217925,0
"RND3 GTPase cycle",0.80022240712754,0.799400964412351,0.79689550157322,0,0.845893359019024,0,0.800172890403486,0.850469827146183,0.805846900446766,0.795263147069617,0,0,0,0.801997931607314,0,0.851339392840164,0,0,0,0,0.847880651992397,0,0,0.851146500743019,0.849642979983823,0.796047905486147,0.79931689024114,0,0,0.797148766924015,0,0,0,0,0.791396794416604,0.852407969855362,0.85805535544228,0.850164613166753,0.799396129745562,0.795274073233403,0.840018996998034,0,0,0,0.795925203874694,0,0,0.795328324299328,0,0.850762995762996,0.80252204414748,0.847239961927666,0.896700130094409,0,0,0.851152651388168,0,0.806550710007558,0.851337603825211,0,0.847132117876537,0,0.850469827146183,0,0.797815105139215,0,0,0.796047905486147,0.797327971638335,0,0.847766902243582,0,0.849385121383001,0.794764024354342,0.851358691670121,0,0.796061263697771,0.851836270287144,0.794678314103865,0,0.800838729995885,0.802564542080137,0,0.79766282878847,0.853231714183596,0,0.795241420242373,0.797217632613272,0,0.851152651388168,0,0.853191483111355,0,0.800272456185926,0.797291871436002,0.795274073233403,0.849119114337643,0.848479757834801,0.90167497744347,0.796634142781364,0,0,0.795252262848996,0.798438268636102,0,0,0.792519919968855,0,0,0.797417509519637,0.796226709728858,0.795274073233403,0,0,0.792316628017543,0.799826053520489
"Heme signaling",0,0.75179142819708,0.793764422413565,0.747097330356684,0.743558199741491,0.754222823881075,0.69935381789117,0.697018418369501,0,0.74635092194053,0.701519123150144,0,0.703040209662669,0.752438426984926,0,0.748507726314375,0,0.704103365738741,0.74855863935443,0,0.75055548978358,0,0.75084148439939,0,0.795887847636802,0.741356651103457,0.751386671420778,0.698875703740018,0,0.693523876123712,0.751386671420778,0,0.693940893477525,0,0.743798772678207,0.750835948772038,0,0.74744004965246,0,0.746360851981322,0.743476803730339,0.747576392552628,0,0,0.794220476938392,0,0.702670971016287,0.749345741522428,0,0.794469138558312,0.750547292579382,0.748356580828215,0.746034192274438,0,0,0,0.747149952364611,0,0.752327609353593,0,0.791388417332928,0,0.697018418369501,0.698906973094574,0.698485936370737,0,0,0.741356651103457,0.745810791069101,0.699615926887994,0.745260934663811,0,0.69603260370603,0.749707106791512,0,0.748833090750303,0.741368791465705,0.699121070355054,0.746781120828249,0.748927159080618,0.748320240360841,0,0,0,0.752899996381635,0,0.746331175917585,0.74947880016002,0.69743618703723,0.75055548978358,0.751386671420776,0.749488023480977,0,0,0.748614390083693,0.746360851981322,0.749495465479657,0.794830674816023,0.75055548978358,0.750217949779579,0.752174789452922,0,0.746341030019003,0,0,0.748887135997046,0,0,0.746364138803515,0.749988802098892,0.746743897696865,0.746360851981322,0.750278614674975,0,0.747001492684057,0.751666107027333
