"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Collagen biosynthesis and modifying enzymes",0.876969763022661,0,0.911454173909626,0,0,0,0,0,0,0.878209086084295,0,0,0,0,0,0.881053845925575,0,0,0,0.878519676338084,0,0,0.880134066169361,0,0,0.882855338703859,0,0,0,0.878316819654156,0.877802328436899,0,0.908066460183843,0,0.877771939455884,0,0.906989823068099,0.875658856139007,0,0.875223554835749,0,0,0,0.908676661398091,0,0,0,0,0,0.876217435599137,0,0,0,0.877379994196136,0,0.877287905148072,0,0.908665692014996,0,0.878489249582823,0,0.908311722735869,0.906579917964017,0.90743606997458,0.88184168507135,0,0.87712525983539,0,0.908879902689838,0.878164935589201,0,0,0,0.876029277671552,0.90595230746193,0.877703828715806,0,0.907901032938157,0,0.882381664955632,0,0.880303338708363,0.90827581608338,0,0.880580172177348,0,0,0,0,0,0,0,0,0,0,0,0,0.908118784502358,0,0,0.909759658256301,0.908972479495594,0,0.908681153548036,0,0.907913967271498,0,0.879328410182024,0,0.878736393202293,0.878260290986499,0.878192331494211,0,0.907070986844115,0.90762378995725,0.879115721016006,0,0,0,0,0,0,0,0,0,0,0.906534220913568,0,0,0.876594479640909,0.88055299852206,0,0,0,0,0,0.910365323948676,0,0.879103900735913,0,0.875684999025325,0.907042273485686,0,0,0.908944036023052,0.907265939601548,0,0.875087303170736,0.910546785572904,0.783798395332329,0.878197216722251,0,0.911723665201788,0,0,0,0,0.877240811286526,0,0,0.878269545310307,0,0,0,0,0,0.877614686807331,0,0,0.910470342563599,0.912714463848591,0.873886837314712,0,0.909759658256301,0.882518317670196,0,0,0,0,0.909464512213893,0.878235236716815,0.877586665801837,0.878325520702855,0.880580172177349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908404345088382,0,0,0.910522242746124,0,0.909011213152449,0,0.937171888505437,0,0.90997162094218,0,0,0,0,0,0,0,0,0.907350164976723,0,0.878168367161713,0
"Regulation of gene expression in beta cells",0.617522979414956,0.620946097013312,0.685110870170967,0,0.679953887996403,0,0.682160368982383,0.620315958590231,0,0,0,0,0,0.627320912211593,0,0.635666587456946,0,0,0,0.622277537341255,0,0,0,0.566077121490485,0.682749643187386,0.688299563241755,0.676431541729032,0,0,0.679267234451759,0,0,0.617581592354984,0,0,0,0.674569693868734,0.618269128267709,0,0.617402813848691,0.680155894828913,0.6856471979753,0.687619034833227,0.560347996781824,0,0,0,0,0.689242244540725,0.673422185460465,0.689867480467691,0.686643109950043,0.620991928984611,0.682481672314847,0,0.618156129622587,0.564661999363399,0.619797894645493,0,0.679192755367661,0.624280341289885,0.678856924358017,0.679812728977109,0.732035479481707,0.637234504682882,0.55917789354572,0.67671813964739,0.685220354822152,0.681610896787874,0.679201575811686,0.682815457424076,0,0,0.619479124159699,0.680287417472666,0,0.616945895717905,0.617252367500468,0.622376742236669,0.687356881942786,0,0,0.619021983480839,0.561066952797974,0.634723906157977,0,0,0,0,0.616957773207533,0.630579104691637,0.680946437046694,0,0,0,0,0,0.677530267241791,0.674382762207131,0,0.679580680634111,0.68017192871047,0,0.678649465391288,0,0.679721785041462,0.639392355720547,0,0.555906689584302,0.68208550725361,0.679154733984812,0,0.67472502829381,0.677677046996365,0.679534327259565,0.625621606051591,0,0,0.68208550725361,0.624065467630461,0,0.682481672314847,0,0.733591288411443,0.559993318398446,0,0.679721785041462,0,0.616957773207533,0.676604489314991,0.684198869670387,0,0,0.679812728977109,0,0,0.68294389659598,0,0.738282675375252,0.68294389659598,0.618321156504708,0.675387850003447,0,0,0.620008627373067,0.679751046009927,0,0.677367935914697,0.623198337660441,0,0,0,0,0,0.67472502829381,0.67611654802057,0.683219605423558,0.618062405824843,0,0.680996254875372,0.625310507924593,0,0.67473954958629,0.681538991015877,0.681294609620392,0,0.620277087040233,0,0,0.683152899279161,0.687619034833227,0.616922277166115,0.622396887690915,0.680795850372805,0.628536081950288,0.684168188871997,0,0,0.616957773207533,0.68115114709392,0.675276025184859,0.681738531671775,0.681764276281347,0.564661999363399,0,0.616934063823375,0,0.628536081950288,0.621994054011287,0,0.622685628724338,0,0.681046956958725,0.616957773207533,0,0,0.685938582759015,0.618934562041724,0,0.688711491926281,0.624435388378919,0.679677370243709,0.681872224163364,0.68420410568185,0.681371717604268,0.624099996331723,0.682160368982383,0.676431541729032,0.676431541729032,0.676431541729032,0.676431541729032,0.676431541729032,0,0,0,0.617890378273673,0.624990919633916,0.683499712092072,0.677474146154783
"Negative regulation of NMDA receptor-mediated neuronal transmission",0.850146381805629,0.724811443173499,0,0,0.784000853768634,0,0.794181696103087,0.728563263127255,0,0,0,0,0,0,0,0,0,0.733846493033772,0.7324751929271,0.737637767476258,0,0,0,0,0,0,0.790892749063914,0.729913814975954,0,0.792527390858053,0,0,0.727771173801889,0,0,0,0.788936161095848,0.728493694971924,0,0.790009333662436,0.784744501843315,0.732896847830046,0.737492090596188,0.734664376756491,0,0,0,0,0,0.783343299402844,0,0,0.72485960730415,0.794914745729796,0,0.789969060618616,0.739197897311689,0,0,0,0,0.793836944038863,0.793100642866289,0.787952159819884,0,0.730114360502234,0.724504084094369,0,0.726576341375328,0.741940371737054,0,0.797849754866872,0,0.728689426697719,0.792608836254253,0,0.7260272949547,0.727425196344294,0.728464684911746,0,0,0,0.785924925353129,0.731808679330444,0,0.732170639591486,0,0.727055589651845,0,0.726039776830256,0,0.792905993254284,0,0,0,0,0,0.786315075758748,0.788739717418714,0,0.795874532282457,0,0,0.791878186625777,0,0.7301836389626,0,0,0,0,0.791148991777307,0,0.789099399711426,0.730784081927643,0.792398189299544,0,0,0,0,0,0,0,0,0.790909173143208,0.796878256152419,0.739197897311689,0.794030656059549,0,0.726039776830256,0.723394001039628,0,0,0,0.793100642866289,0,0,0,0,0.793688654000736,0,0.728548370665187,0.846647072778023,0,0,0.731312358096442,0.792045171535568,0,0.792272188435083,0,0,0,0,0,0,0.789099399711426,0.790561726904083,0,0.78987056768646,0,0,0.735287612343606,0,0.789114659919712,0.794914745729796,0,0,0.796567353496132,0,0,0,0,0.726002474573162,0,0.795874532282457,0,0,0,0,0.726039776830256,0,0.78843409890946,0.795874532282457,0.796892236532638,0,0,0.726014860994346,0,0,0,0,0,0,0.730585592611772,0.726039776830256,0,0,0.735726128736776,0.726863266634666,0.79901439482928,0.802452219269653,0.79632392587604,0.792958396405238,0.728479024407768,0.797715474726054,0.727953049577951,0.795620128070761,0.731755660593933,0.790892749063914,0.790892749063914,0.790892749063914,0.790892749063914,0.790892749063914,0,0,0.799813868966591,0,0,0.798715979975386,0.794741056099448
"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",0.824871373995039,0.756042334608414,0,0,0.827585568339699,0,0,0.75936013342281,0.834319370220318,0,0,0.833990147771625,0.769126787564201,0,0.833990147771625,0,0.834319370220318,0,0,0.829419882061857,0.833990147771625,0.834319370220318,0,0.768554697525221,0.691305013683354,0,0.752628690292188,0.76168555147648,0,0.752258718010771,0,0,0.825818988365927,0.69292019169792,0,0.760696044956831,0.824481590468634,0.826585254303986,0,0.886830025948195,0.828861335188559,0,0.832812355845523,0.757517341729551,0,0,0,0,0,0.82320268039191,0,0,0.756093414817943,0,0,0.822680263916847,0.766411473686839,0.760742306105653,0.764745096290048,0.82965083849923,0,0.826362990935627,0.828478873271331,0.749643728471407,0,0.827261015289989,0.685570759350843,0.760123014805248,0.82702737443812,0.828827744541239,0,0,0.824695567211685,0.824387889068507,0.826906662286635,0,0.817569414796046,0.825452063835427,0.829230315101075,0,0,0.764501451899526,0.826283348482827,0.831034059047587,0,0.767232893144076,0.829502642635849,0.829757182401407,0,0.817582652381986,0,0,0,0,0,0,0,0.823530098422927,0.824273253184166,0,0.829574572309821,0,0,0.753850318202841,0,0.825061416801755,0,0,0,0,0.825340583533086,0.764512160622077,0.824654712303786,0.822151242741822,0.751100723538219,0,0,0,0.759199651644849,0,0,0.691006357353964,0,0,0.894114824724389,0.837937538482263,0.825972567843737,0,0.817582652381986,0.68439346674193,0,0,0,0.752866677342695,0,0.69522498703127,0,0,0.760012740321102,0.764512160622077,0.826643240316196,0.884734289068914,0,0,0.756138485727083,0,0,0.824703497802012,0.830232775076898,0,0,0,0,0,0.824654712303786,0.755443946971273,0,0.822575807767767,0,0.762341493632288,0.763239433107702,0,0.82467089643555,0.758801764650239,0,0,0,0,0,0,0.763742995897902,0.817543091673998,0.828235630256578,0.755380029725459,0.766746537229548,0,0,0,0.817582652381986,0.828919926077935,0.826336230032055,0.890784860400019,0,0.767175909916252,0,0.817556228026317,0,0,0,0,0,0.76672373420391,0.762398001632442,0.817582652381986,0,0,0.830939474500449,0.825972567843737,0.759168132831769,0.761763470909278,0.832316644643146,0.752715818624039,0,0.758896178224911,0,0.76189030532532,0.756712628705316,0.752628690292188,0.752628690292188,0.752628690292188,0.752628690292188,0.752628690292188,0,0,0,0.757824412267323,0,0,0.827321842115283
"Collagen formation",0.86936560341167,0,0.898282353347816,0,0.869117612663526,0,0,0.871345386503491,0,0.871153706580707,0,0,0.846922158575444,0,0,0.873450497040008,0,0,0,0.896434331232853,0,0,0.872724528262269,0,0,0.874060357758656,0,0.844184520568902,0,0.871241619296627,0.870821784325184,0,0.895517912191947,0,0.897661228727331,0,0.894639355090133,0.86907266869252,0,0.868717454251355,0.870878479882267,0,0.872260548750377,0.895803429380764,0,0,0,0,0,0.8687516894093,0,0,0,0.870477151262535,0,0.869625213655065,0,0.896006897174161,0.845310130086676,0.897314180701692,0.870794606369393,0.895718051267352,0.894045102168866,0.895003501359213,0.874093389307501,0.870793155667976,0.870269283004569,0,0.894395876848982,0.871117678906715,0,0,0,0.869350350334522,0.896304595599475,0.870741406611813,0.842668096072291,0.895382920299688,0,0.87367383064626,0,0.872862657989647,0.919682150389922,0.871567725629974,0.873063969927612,0.846225392973091,0,0,0,0.842672966193055,0,0,0,0.846448169207709,0,0,0,0.895560609866918,0.869145554182611,0,0.898373670217943,0.896257241803643,0,0.896019514089795,0,0.895393474970568,0,0.872067097100977,0,0.871583999579693,0.895840161990472,0.871140034505046,0.869285893364369,0.894705586330712,0.895156684564135,0.87186894892263,0,0,0.897041865397462,0,0,0,0,0,0.845481305439262,0,0.894007812475229,0,0.842672966193055,0.869836155906734,0.873066385317224,0,0,0,0,0,0.897393830323658,0.844123883028859,0.871883892968944,0.845224432827484,0.869094001802907,0.895627550249839,0,0,0.895907339585539,0.894730068807541,0,0.894720995014283,0.920619321940284,0.794112722544043,0.898008263356867,0,0.898502263552606,0,0.869285893364369,0,0,0.869586784136049,0.846267229946812,0.844425842327097,0.895548344036936,0,0.869291847522212,0,0,0,0.870644075430147,0,0,0.89747952758285,0.898245052996377,0.867626666413883,0.870408862002831,0.898373670217943,0.872677442815215,0,0,0,0.842672966193055,0.896658750197386,0.871175046012147,0.870900418412875,0.871248719523821,0.873063969927611,0,0.84266324464686,0,0,0,0,0,0.846038072902939,0.844446631675409,0.842672966193055,0,0,0.871571513878809,0.895466941148122,0.871074466281249,0,0.897521879154494,0,0.895599814359322,0,0.919268515231121,0.871093823699422,0.897072560912355,0,0,0,0,0,0,0,0,0.894933401188186,0,0.871095889509715,0.869917362684342
"Common Pathway of Fibrin Clot Formation",0.654515843698894,0,0.668456216612824,0,0.577346862670397,0,0.577833154702054,0,0,0,0,0,0,0,0,0,0,0.663768454456704,0,0,0,0,0,0,0,0,0.58025123993502,0,0,0.59354975384613,0,0,0.659709261344849,0,0,0,0.654711326300738,0.657160146136696,0,0.65603621379297,0.576455614047862,0,0.668269134741063,0.587962942520787,0,0,0,0,0,0.653222580660082,0,0,0,0.5847284665999,0,0.655337275249809,0,0.661256456428764,0,0,0.586815521304768,0.663721724419705,0.661229035946477,0.658081616446809,0,0,0.578474027497431,0,0.662338920463137,0.582547009102218,0,0,0,0.582692462456216,0.665237551506261,0,0,0.659282134133035,0.576885133875915,0,0,0.596535751364828,0.732726108584073,0.582356870106241,0,0,0,0,0,0,0,0.576258233015826,0,0,0,0,0,0.659844360857536,0.65446880633809,0,0.664081038005578,0.662048570694247,0,0.661296377552218,0,0.663910583999281,0,0.586755157108269,0,0,0.593403798854836,0.584105134966185,0.654912852883472,0.584568990462606,0.590018202523019,0,0,0,0,0,0,0,0,0.573304916528468,0.587701024736485,0,0.582431238073688,0,0,0.577103572082938,0,0.593459786104072,0,0.594257463341559,0,0,0,0,0.664754502549976,0,0.657227646131001,0.655488320466745,0,0,0.665304046625171,0,0,0.584167958302845,0.590432585795583,0.663118028639509,0,0.588835331955681,0.669152033458181,0,0.654912852883472,0.579842575818115,0,0.655215680589314,0,0,0.587169782108942,0,0.654931692406319,0.5847284665999,0,0,0,0,0,0.665915999383297,0,0,0.584371980747993,0.664081038005578,0.604378998414587,0,0,0,0,0.663318981515735,0.656870263520237,0.583764336503078,0,0,0,0,0,0,0.582293022006622,0,0,0,0.588941018353397,0,0,0,0.666088962742507,0.663910583999281,0,0.594033870713741,0.599058872100868,0.594081852668189,0,0.588186112585086,0,0.589858612022732,0.664628318053993,0.58025123993502,0.58025123993502,0.58025123993502,0.58025123993502,0.58025123993502,0,0,0,0.657859812825142,0,0.597817844542922,0.584514037694482
"Cytosolic sulfonation of small molecules",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652668908604769,0,0,0,0,0.64979391235131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722616124525177,0,0,0,0,0.652365562960877,0,0,0,0,0,0,0,0.64826231288561,0.711952006950183,0,0,0,0,0,0,0,0,0,0,0.711296435450092,0.649881645057187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651816808122913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661793494330731,0,0.650107500576164,0,0,0,0,0,0.646712491136786,0,0,0.593902767727587,0,0,0,0,0,0,0,0,0.650308468056597,0,0,0,0,0,0,0.650411417479628,0,0,0,0,0.651044821088882,0,0,0,0,0,0,0.71211346100742,0,0.646576763430893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714121848299356,0,0,0,0,0,0,0,0,0.654495709378877,0,0,0,0,0,0.713338978972392,0,0,0,0.713338978972392,0,0,0,0,0,0,0,0,0.650258190071922,0.777753153490223,0,0.777186575178919,0.653125398437617,0,0,0,0,0,0,0,0,0,0,0,0,0.652178465077337
"Complement cascade",0.807865450267603,0,0.767737686940961,0,0.810510902562024,0,0.806181624037433,0.729453544147646,0,0,0,0,0,0,0,0,0,0.807526844026141,0,0,0,0,0,0,0,0.812428866926207,0.804065549494778,0.7675821101204,0,0.806321851614004,0.764603608415136,0,0.809077703440899,0,0,0,0.841399500014803,0.809542566096402,0,0.80895682618977,0.806922700260772,0,0.809872383830436,0.770756653602575,0,0,0,0,0,0.845445920128313,0,0.76877367799159,0,0.765440607410259,0,0.807995176789397,0,0.764622889219483,0,0.766141193978892,0,0.810866712550431,0.805231691353194,0.801186493113922,0,0,0.765061345966583,0,0.767486163538411,0.808914065456586,0,0,0,0.803910476423703,0.843508067063145,0.764471067535969,0.80395503745218,0.808855105119421,0.844280359822408,0.811791493192236,0,0.811791493192236,0.842492553970945,0,0,0,0,0.805061261269984,0,0.803963068161947,0,0.805360850005443,0,0,0,0,0,0.805147438503643,0.841273110182648,0,0.76609492635616,0.764398327643197,0,0.764643694204102,0,0.805531687826452,0,0.766496821795201,0,0.765692152717081,0.811705443873707,0.765753130440386,0.841504526053438,0.765735832594586,0.804481375580181,0,0,0,0,0,0,0,0,0.803821722376261,0.809375547591442,0,0.806629186242319,0.771623213540177,0.803963068161947,0.800841832772013,0,0,0,0.806690676033098,0,0,0,0.805543936193525,0.764651752660115,0,0.809577743872523,0.807699561412694,0,0,0.807355392470781,0,0,0.804400307925865,0.770756653602575,0.765593051826687,0,0.767580909665528,0.768737687212292,0,0.841504526053438,0.80385257325736,0,0.808230171860625,0,0,0.766712904560802,0,0.841514344313776,0.765440607410259,0,0,0,0,0,0.766413846933016,0,0.80393906827515,0.807640608717337,0.76609492635616,0.811791493192236,0,0,0,0.803963068161947,0.765060405142894,0.803931836072494,0.807355392470781,0,0.812428866926207,0,0.80394703757056,0,0,0.765412429117598,0,0,0,0.768014324910285,0.803963068161947,0,0,0.814195839253117,0.806629186242319,0,0.770290140006452,0.80901889721912,0.806599156129789,0,0.807902462083874,0,0.765894443120222,0.806181624037433,0.804065549494778,0.804065549494778,0.804065549494778,0.804065549494778,0.804065549494778,0,0,0,0.762852720651637,0,0.808546176823784,0.771423431531273
"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",0.6782543460345,0.722104650423212,0,0,0.679755662924647,0,0.675434965250277,0.722665607699777,0.678380317194981,0,0,0.67529815689017,0.724308529223566,0,0.67529815689017,0.681773425011817,0.678380317194981,0.725781991443167,0,0.725820623521735,0.67529815689017,0.678380317194981,0,0.680661689714696,0.725420512173099,0.679222498847012,0.672962874721037,0.719034729539006,0,0.723414425052181,0,0,0.678503641244565,0,0.726833675024554,0,0.72026771460352,0.679046714064026,0,0.678362427170254,0.683299499368962,0,0.725160616774547,0.671865897643148,0,0,0,0,0,0.719361317402881,0,0,0.722140852310872,0.725208846579216,0.668790182440892,0.720506541210254,0.676291653901502,0.718366226741824,0.724034587733897,0.679953199936006,0.672555815368148,0.730307106302853,0.722563156323215,0.719687062321759,0.683011895923387,0.673740365021447,0.720118793314305,0.671685899329925,0.722170829724133,0.722727530722897,0.724934959997158,0.676872292638323,0.768229476093951,0.632122800995609,0.684488666803718,0,0.718944960062755,0.678243592181426,0,0.678477891065209,0,0.679961585497226,0.765670616377251,0.678933759420185,0.681028817230014,0.722966276447589,0,0.768877221602497,0,0.718954341887996,0.724825941727894,0.674476101245144,0,0,0,0,0,0.723671684477182,0.720120060491736,0,0.681165322339637,0.672058012017793,0,0.678127676898367,0,0.723028858981173,0.73178737748172,0,0.723633237615292,0.724151314813668,0.682249400055558,0.723520937794726,0.720390410600375,0.683797684391197,0.719982155221502,0.636974642038054,0,0,0.722286416844381,0,0,0,0,0.720915969097937,0.723935183534096,0.729804298788348,0.721720454950511,0,0.718954341887996,0.71928441508516,0,0,0,0.72384530181716,0,0,0.724291804113246,0,0.72428727207063,0.721038021766896,0.679087810275635,0.680601363294919,0,0,0.722568840724957,0.669757701179103,0,0.68290997358105,0.679484451675189,0,0.727502204287885,0,0,0,0.720390410600375,0.672714066595963,0,0.7204325103907,0,0.720468520079499,0.673233931536585,0,0.720401880720122,0.676088321793271,0.723733668414521,0,0.676367120246372,0,0,0,0.679424047785082,0.718926304173986,0.683210362518812,0.722917403031134,0.727751286975882,0,0,0,0.718954341887996,0.722453438032507,0.679599905898296,0.722338680884414,0.726695199575217,0.728495894757685,0,0.718935614252298,0,0,0,0,0,0.72260542211823,0.719539661698594,0.718954341887996,0,0,0.723833256517403,0.721720454950511,0,0.681753757183485,0.677789749745205,0.723738384276381,0.628051842693856,0.678193450135002,0.627656501151435,0.725739037240185,0.724210446808612,0.672962874721037,0.672962874721037,0.672962874721037,0.672962874721037,0.672962874721037,0,0,0,0.719552020998192,0,0.677237497171521,0.687953890943703
"Chemokine receptors bind chemokines",0.913717150891522,0.876693434695063,0,0,0.879143204875755,0,0.876456713333166,0.837223553147285,0,0.838834243075785,0,0,0.84036014085064,0,0,0.846675127809838,0,0.838011498456148,0,0.881890156707218,0,0,0,0,0.837555099219587,0,0.878105415527623,0.836039619305759,0,0.83591162712257,0,0,0.878117495336713,0,0,0,0.91349083524936,0.878562403743793,0,0.878001806746513,0.879883939088695,0,0.840706110302069,0,0,0,0,0,0,0.912748276019239,0.886168361497478,0,0.876723092824866,0.880778948512918,0,0.914126865998917,0,0.835491953313346,0.837816048534549,0,0,0.914583211725038,0.915811732781227,0.877305655684999,0.847689735981592,0.881604957199668,0,0,0.880215464707258,0.838392570080366,0,0,0,0.878682929887455,0.840880408184592,0,0.877043663327049,0.877904452057252,0.875983857799237,0,0,0,0.878387111549127,0.882041034944083,0.846065113369361,0.839260510150926,0,0,0,0.877051349318271,0,0.875671171059933,0,0,0,0,0,0.878184880514805,0.913361506266283,0,0.880298057967964,0,0,0.878909120015149,0,0.87960302417144,0,0.881789824852361,0,0,0.879236082201315,0.879361695800693,0.913591353041007,0.877669848089944,0.83906878285358,0.844179139407036,0,0,0,0,0,0,0,0.87419811054693,0.838667785678776,0,0.87960302417144,0,0.877051349318271,0,0,0,0,0.83626461973845,0,0,0,0,0.880023955385058,0.837680801707251,0.878596071512441,0.876798510111207,0,0,0,0.879011944670401,0,0.838991195031627,0.882362137671639,0,0,0,0,0,0.913591353041007,0.877901581303871,0,0.914066216795307,0,0.836420471651117,0.881996632256448,0,0.913600749852121,0.880778948512918,0,0,0.842246052453472,0,0,0,0,0.877028379627594,0,0.880298057967964,0.885153753325724,0,0,0,0.877051349318271,0.876659214639732,0.878417815570619,0.880298057967964,0.881996632256448,0.885763767766201,0,0.877036006840673,0,0,0,0,0.836900803195969,0.838964882899644,0.836453281258183,0.877051349318271,0,0,0.839618680188711,0.87960302417144,0,0.885420314724875,0.842715915381516,0.836177028330719,0,0.882503559400551,0,0.881213303306544,0.836861721737184,0.878105415527623,0.878105415527623,0.878105415527623,0.878105415527623,0.878105415527623,0,0,0,0.833797769303382,0.838392570080366,0.842959102338222,0.88067199527754
